Pick-up Latitude,Pick-up Longitude
37.979396,-121.325681
38.010209,-121.295582
37.962346,-121.337428
37.983751,-121.346703
38.119442,-121.258288
37.965057,-121.337103
37.986221,-121.34206
38.00477,-121.28378
38.04382,-121.370594
37.995929,-121.304359
37.823101,-121.288174
38.04075,-121.265076
37.825082,-121.288965
38.011232,-121.296834
37.928415,-121.261369
37.976249,-121.262386
37.967259,-121.295312
38.039346,-121.351639
37.929795,-121.297111
37.910608,-121.314822
37.998785,-121.286642
38.022292,-121.297569
37.931927,-121.268169
37.768734,-121.556565
38.021078,-121.276157
37.998785,-121.286642
38.036275,-121.36379
38.033782,-121.353281
38.010209,-121.295582
37.969567,-121.289904
38.052011,-121.372059
37.962346,-121.337428
37.962346,-121.337428
37.962346,-121.337428
37.995929,-121.304359
38.04382,-121.370594
38.008507,-121.321322
38.043988,-121.270214
37.912868,-121.313813
37.999382,-121.272759
38.039346,-121.351639
37.929795,-121.297111
37.969567,-121.289904
38.052011,-121.372059
38.008479,-121.322035
38.049838,-121.376231
38.049838,-121.376231
38.008479,-121.322035
37.967259,-121.295312
38.115841,-121.296425
38.052011,-121.372059
38.052011,-121.372059
38.052011,-121.372059
38.010363,-121.320678
37.96315,-121.336691
38.008507,-121.321322
37.747946,-121.434785
37.912868,-121.313813
37.750185,-121.469876
38.036275,-121.36379
38.033782,-121.353281
38.052011,-121.372059
38.008507,-121.321322
37.995929,-121.304359
38.008507,-121.321322
37.747946,-121.434785
38.117134,-121.305985
38.011232,-121.296834
37.928415,-121.261369
37.976249,-121.262386
38.039346,-121.351639
37.929795,-121.297111
37.910608,-121.314822
38.052011,-121.372059
38.052011,-121.372059
37.96315,-121.336691
38.055838,-121.375674
38.008507,-121.321322
38.049838,-121.376231
38.008507,-121.321322
38.022053,-121.276193
38.013403,-121.318228
37.995929,-121.304359
38.052011,-121.372059
38.052011,-121.372059
38.013402,-121.281538
38.049838,-121.376231
38.049838,-121.376231
38.034887,-121.363411
37.969567,-121.289904
38.052011,-121.372059
38.008507,-121.321322
38.022053,-121.276193
37.994781,-121.295403
37.994781,-121.295403
37.962346,-121.337428
37.986903,-121.248724
37.986903,-121.248724
37.986903,-121.248724
38.009067,-121.319812
37.809535,-121.228497
37.986903,-121.248724
37.986903,-121.248724
37.962346,-121.337428
37.750185,-121.469876
37.995929,-121.304359
37.750185,-121.469876
37.747946,-121.434785
38.052011,-121.372059
38.008507,-121.321322
38.008507,-121.321322
37.969567,-121.289904
38.011232,-121.296834
37.999382,-121.272759
37.929795,-121.297111
38.004498,-121.294577
38.01323,-121.283625
37.747946,-121.434785
38.022053,-121.276193
38.022053,-121.276193
37.747946,-121.434785
37.986903,-121.248724
37.986903,-121.248724
37.747946,-121.434785
37.811397,-121.291176
38.039346,-121.351639
37.947498,-121.29723
38.036275,-121.36379
37.96252,-121.297678
38.022053,-121.276193
37.973459,-121.328183
37.973459,-121.328183
37.986903,-121.248724
38.010511,-121.356777
37.747946,-121.434785
37.986903,-121.248724
37.979334,-121.292228
37.938898,-121.242777
38.022053,-121.276193
37.938898,-121.242777
37.995929,-121.304359
38.013402,-121.281538
38.013402,-121.281538
37.90718,-121.293742
38.022053,-121.276193
38.011232,-121.296834
37.928415,-121.261369
37.976249,-121.262386
37.929795,-121.297111
37.910608,-121.314822
37.90718,-121.293742
37.938898,-121.242777
37.882469,-121.301655
38.052011,-121.372059
38.008507,-121.321322
37.964883,-121.290225
37.959635,-121.328611
38.013403,-121.318228
37.986903,-121.248724
38.052011,-121.372059
37.986221,-121.34206
38.012097,-121.322478
38.010511,-121.356777
38.022053,-121.276193
37.747409,-121.395412
38.048532,-121.37093
37.987583,-121.336639
38.011232,-121.296834
37.999382,-121.272759
37.909186,-121.311582
38.052011,-121.372059
37.809535,-121.228497
37.909186,-121.311582
38.022053,-121.276193
37.823274,-121.288114
37.955983,-121.338365
37.955983,-121.338365
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.953341,-121.288761
37.95153,-121.28611
37.912329,-121.200403
37.912329,-121.200403
37.960872,-121.285357
37.735922,-121.420434
37.823274,-121.288114
37.950816,-121.288715
37.911847,-121.301108
38.049838,-121.376231
37.928415,-121.261369
37.909186,-121.311582
37.976249,-121.262386
37.909186,-121.311582
37.909186,-121.311582
37.909186,-121.311582
37.910608,-121.314822
37.953341,-121.288761
37.953341,-121.288761
37.993101,-121.294236
38.010511,-121.356777
37.747946,-121.434785
37.966766,-121.28751
38.048532,-121.37093
37.96315,-121.287424
38.00002,-121.297818
37.909186,-121.311582
37.793087,-121.005242
37.96315,-121.287424
37.793087,-121.005242
37.987583,-121.336639
37.929795,-121.297111
37.987583,-121.336639
37.958037,-121.274687
37.745247,-121.433049
37.909058,-121.244959
37.909058,-121.244959
37.909587,-121.243536
38.049838,-121.376231
38.049838,-121.376231
38.049838,-121.376231
37.986221,-121.34206
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.751253,-121.471862
37.785509,-121.218571
37.958037,-121.274687
37.912329,-121.200403
37.912329,-121.200403
37.953341,-121.288761
37.953341,-121.288761
37.964817,-121.333662
37.886514,-121.298563
37.785509,-121.218571
37.945245,-121.285578
37.751782,-121.472349
38.115462,-121.392494
38.142099,-121.25166
38.055838,-121.375674
37.999382,-121.272759
37.909186,-121.311582
37.909186,-121.311582
37.986221,-121.34206
37.886514,-121.298563
37.912329,-121.200403
38.101407,-121.277524
37.928542,-121.324072
37.794563,-121.214989
38.049838,-121.376231
37.909186,-121.311582
37.794563,-121.214989
37.986221,-121.34206
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.912329,-121.200403
37.745247,-121.433049
37.825082,-121.288965
37.72973,-121.508581
37.953341,-121.288761
37.928415,-121.261369
37.911847,-121.301108
37.989767,-121.32333
37.910608,-121.314822
37.969883,-121.288667
38.004853,-121.281346
38.004853,-121.281346
37.999066,-121.321429
37.989767,-121.32333
37.976249,-121.262386
37.989767,-121.32333
38.042741,-121.362896
38.004853,-121.281346
38.004853,-121.281346
38.004853,-121.281346
37.958037,-121.274687
37.736992,-121.135379
37.745247,-121.433049
38.022053,-121.276193
37.991738,-121.305645
37.745255,-121.43227
37.994074,-121.302045
37.957733,-121.247234
37.988343,-121.31856
37.999382,-121.272759
37.911847,-121.301108
37.989767,-121.32333
37.910608,-121.314822
37.738551,-121.135374
37.745255,-121.43227
37.745255,-121.43227
38.004853,-121.281346
37.988343,-121.31856
37.745255,-121.43227
38.033341,-121.336247
37.745255,-121.43227
37.955887,-121.291035
38.135835,-121.28911
37.974909,-121.290479
37.745255,-121.43227
37.88242,-121.290357
37.984366,-121.346587
38.113057,-121.309885
37.928415,-121.261369
37.911847,-121.301108
37.911847,-121.301108
37.989767,-121.32333
37.910608,-121.314822
37.974909,-121.290479
37.886514,-121.298563
38.000888,-121.315121
37.825082,-121.288965
37.745255,-121.43227
38.000888,-121.315121
38.113057,-121.309885
37.745255,-121.43227
37.971052,-121.289788
37.974909,-121.290479
37.950954,-121.297027
37.989767,-121.32333
38.000888,-121.315121
38.027627,-121.344711
37.725094,-121.529429
38.027627,-121.344711
38.027627,-121.344711
38.027627,-121.344711
38.027627,-121.344711
37.745255,-121.43227
38.000888,-121.315121
38.113057,-121.309885
37.725094,-121.529429
37.738551,-121.135374
37.989767,-121.32333
37.984366,-121.346587
37.999382,-121.272759
37.911847,-121.301108
37.989767,-121.32333
37.995751,-121.324809
37.752685,-121.45546
37.912329,-121.200403
37.950954,-121.297027
38.000888,-121.315121
38.026406,-121.282687
37.736992,-121.135379
38.135835,-121.28911
38.007031,-121.311738
37.912329,-121.200403
37.989024,-121.311387
37.725094,-121.529429
37.950954,-121.297027
37.995751,-121.324809
38.000888,-121.315121
37.994342,-121.170421
37.752685,-121.45546
37.969883,-121.288667
37.989024,-121.311387
37.984076,-121.319779
38.004815,-121.322121
37.984366,-121.346587
37.752685,-121.45546
37.928415,-121.261369
37.911847,-121.301108
37.989767,-121.32333
37.995751,-121.324809
37.910608,-121.314822
37.931179,-121.292029
37.931179,-121.292029
37.738551,-121.135374
37.986903,-121.248724
37.734416,-121.425306
37.986903,-121.248724
38.027627,-121.344711
38.055968,-121.375695
38.027627,-121.344711
38.027627,-121.344711
38.055968,-121.375695
38.000888,-121.315121
37.753878,-121.430451
37.787876,-121.216458
37.796195,-121.215672
37.796195,-121.215672
37.999382,-121.272759
37.989767,-121.32333
37.995751,-121.324809
37.962348,-121.270882
37.751527,-121.472046
37.734416,-121.425306
37.931034,-121.291803
37.954105,-121.289382
37.734984,-121.425166
37.787876,-121.216458
37.931034,-121.291803
37.734992,-121.425017
37.734416,-121.425306
37.734992,-121.425017
38.009805,-121.231957
38.009805,-121.231957
38.004815,-121.322121
37.911847,-121.301108
37.989767,-121.32333
37.995751,-121.324809
37.910608,-121.314822
37.787876,-121.216458
37.954916,-121.285486
37.825082,-121.288965
37.954916,-121.285486
38.025302,-121.260515
38.025302,-121.260515
37.995751,-121.324809
37.787876,-121.216458
37.72495,-121.460905
37.72495,-121.460905
38.025302,-121.260515
38.025302,-121.260515
38.024943,-121.346336
37.998785,-121.286642
37.998785,-121.286642
37.998785,-121.286642
38.021614,-121.082979
37.921942,-121.297839
37.956677,-121.339666
37.956677,-121.339666
37.921942,-121.297839
38.054739,-121.392643
38.054739,-121.392643
38.021614,-121.082979
37.986672,-121.268805
37.794011,-121.323215
37.794011,-121.323215
37.95676,-121.257026
37.921942,-121.297839
37.922579,-121.306663
37.921942,-121.297839
38.054739,-121.392643
37.921942,-121.297839
37.932559,-121.299537
37.987336,-121.244976
38.02151,-121.324454
37.95676,-121.257026
37.921942,-121.297839
37.921942,-121.297839
37.921942,-121.297839
38.15598,-121.153971
37.794011,-121.323215
37.794011,-121.323215
38.021465,-121.302786
38.022011,-121.353427
37.921942,-121.297839
37.886633,-121.275123
37.699327,-121.425733
37.751782,-121.472349
37.752505,-121.135477
37.788883,-121.293283
37.942074,-121.269576
37.921942,-121.297839
37.794011,-121.323215
37.92022,-121.258028
37.922579,-121.306663
37.922579,-121.306663
37.886633,-121.275123
37.886633,-121.275123
37.714621,-121.431919
37.956677,-121.339666
37.700359,-121.44756
37.921942,-121.297839
37.956677,-121.339666
38.224645,-121.426315
38.021465,-121.302786
37.921942,-121.297839
38.033014,-121.362477
37.886633,-121.275123
37.886633,-121.275123
38.224645,-121.426315
37.996904,-121.279513
38.013403,-121.318228
38.021614,-121.082979
37.996904,-121.279513
37.921942,-121.297839
37.985239,-121.30514
38.009805,-121.231957
37.985239,-121.30514
38.009805,-121.231957
37.921942,-121.297839
37.921942,-121.297839
37.922579,-121.306663
37.922579,-121.306663
37.955547,-121.305542
37.966393,-121.330416
37.825082,-121.288965
37.936908,-121.285499
37.921847,-121.25802
37.921847,-121.25802
37.797388,-121.235793
37.825082,-121.288965
38.118438,-121.266695
37.912868,-121.313813
37.921942,-121.297839
38.118438,-121.266695
38.043988,-121.270214
38.009805,-121.231957
38.009805,-121.231957
38.033014,-121.362477
38.034887,-121.363411
37.886633,-121.275123
38.000396,-121.337946
38.055698,-121.258615
37.985239,-121.30514
37.785306,-121.288012
38.118438,-121.266695
37.922579,-121.306663
38.033014,-121.362477
37.982964,-121.346287
37.921847,-121.25802
37.982964,-121.346287
37.921847,-121.25802
38.009805,-121.231957
38.013403,-121.318228
38.013403,-121.318228
37.982964,-121.346287
37.982964,-121.346287
37.965057,-121.337103
37.921847,-121.25802
38.021614,-121.082979
37.746071,-121.460861
37.921942,-121.297839
37.922579,-121.306663
37.999382,-121.272759
37.955547,-121.305542
38.033014,-121.362477
38.034887,-121.363411
37.984304,-121.296785
37.921847,-121.25802
37.965057,-121.337103
37.936908,-121.285499
37.978955,-121.294345
37.921847,-121.25802
38.013403,-121.318228
38.12276,-121.266593
38.12276,-121.266593
38.013403,-121.318228
38.0027,-121.289727
37.919946,-121.261568
37.985239,-121.30514
37.922579,-121.306663
37.998031,-121.287584
38.033014,-121.362477
37.745977,-121.461102
38.009805,-121.231957
37.921847,-121.25802
37.922746,-121.297614
37.993101,-121.294236
37.993101,-121.294236
38.039346,-121.351639
38.013403,-121.318228
37.998031,-121.287584
37.998031,-121.287584
37.993101,-121.294236
38.021614,-121.082979
37.993101,-121.294236
37.993101,-121.294236
38.00002,-121.297818
38.116938,-121.301886
38.116938,-121.301886
37.993101,-121.294236
37.905277,-121.299257
37.922579,-121.306663
37.999382,-121.272759
37.998031,-121.287584
37.998031,-121.287584
37.966393,-121.330416
38.033014,-121.362477
37.966401,-121.240912
38.034887,-121.363411
37.930827,-121.206428
37.996908,-121.304636
37.985438,-121.325532
37.982867,-121.344379
37.907898,-121.296023
37.957951,-121.337584
37.825082,-121.288965
37.886279,-121.2831
37.954105,-121.289382
37.983836,-121.341636
37.982867,-121.344379
37.963037,-121.25508
37.886279,-121.2831
38.055968,-121.375695
37.752505,-121.135477
37.993101,-121.294236
38.013403,-121.318228
37.968085,-121.288043
37.968085,-121.288043
37.752505,-121.135477
37.954105,-121.289382
38.011007,-121.314987
37.922579,-121.306663
37.998031,-121.287584
37.954105,-121.289382
37.954105,-121.289382
37.966393,-121.330416
37.825082,-121.288965
37.939657,-121.291875
38.033014,-121.362477
37.966401,-121.240912
37.752505,-121.135477
37.993101,-121.294236
37.953402,-121.289632
37.953402,-121.289632
38.039346,-121.351639
37.985438,-121.325532
37.991793,-121.315302
37.991793,-121.315302
37.825082,-121.288965
37.795168,-121.303317
37.825082,-121.288965
38.011007,-121.314987
37.993101,-121.294236
38.011007,-121.314987
38.034887,-121.363411
38.034887,-121.363411
38.013403,-121.318228
38.011007,-121.314987
38.011007,-121.314987
37.993101,-121.294236
37.993101,-121.294236
37.939657,-121.291875
38.013403,-121.318228
38.011007,-121.314987
38.011918,-121.314997
37.996908,-121.304636
37.753639,-121.408631
38.022158,-121.312051
37.993101,-121.294236
37.953402,-121.289632
38.021614,-121.082979
37.982867,-121.344379
37.984076,-121.319779
38.00002,-121.297818
38.00002,-121.297818
37.773355,-121.544496
38.011007,-121.314987
37.985546,-121.326225
37.796265,-121.243732
38.013403,-121.318228
37.825082,-121.288965
37.795168,-121.303317
37.993101,-121.294236
37.983836,-121.341636
37.922579,-121.306663
37.999382,-121.272759
37.998031,-121.287584
37.954105,-121.289382
37.966393,-121.330416
38.033014,-121.362477
38.034887,-121.363411
37.984304,-121.296785
37.740178,-121.435226
37.984304,-121.296785
37.953402,-121.289632
38.039346,-121.351639
37.919634,-121.241044
37.773539,-121.538272
37.809535,-121.228497
37.979135,-121.473869
38.01745,-121.355728
37.809535,-121.228497
38.027736,-121.360412
37.953402,-121.289632
38.00002,-121.297818
37.933497,-121.295403
38.013403,-121.318228
38.013403,-121.318228
37.74255,-121.124447
37.837872,-121.277009
37.953402,-121.289632
37.933497,-121.295403
37.933497,-121.295403
37.933497,-121.295403
37.933497,-121.295403
37.933497,-121.295403
38.019141,-121.321819
38.003502,-121.323379
38.027736,-121.360412
37.998747,-121.286019
38.022677,-121.27358
38.006553,-121.331847
38.006553,-121.331847
37.953402,-121.289632
38.039346,-121.351639
37.74255,-121.124447
38.022677,-121.27358
37.794661,-121.214849
37.837872,-121.277009
37.984076,-121.319779
37.954105,-121.289382
37.994074,-121.302045
37.998031,-121.287584
37.991793,-121.315302
38.022158,-121.312051
38.006553,-121.331847
38.006553,-121.331847
37.825082,-121.288965
38.022677,-121.27358
38.022677,-121.27358
37.74255,-121.124447
38.022677,-121.27358
38.00002,-121.297818
38.022677,-121.27358
37.998785,-121.286642
37.966393,-121.330416
38.033014,-121.362477
38.034887,-121.363411
37.994074,-121.302045
38.113956,-121.28016
38.030611,-121.334968
37.750185,-121.469876
38.006553,-121.331847
38.006553,-121.331847
38.006553,-121.331847
38.039346,-121.351639
37.985438,-121.325532
38.022677,-121.27358
37.956394,-121.282322
37.919634,-121.241044
37.921765,-121.3127
37.74255,-121.124447
38.003502,-121.323379
38.023845,-121.312275
37.95964,-121.329134
37.993101,-121.294236
37.922579,-121.306663
37.999382,-121.272759
38.006553,-121.331847
38.006553,-121.331847
38.022677,-121.27358
37.72049,-121.462289
37.937214,-121.299347
37.994074,-121.302045
37.994074,-121.302045
37.984345,-121.333299
37.984345,-121.333299
38.006553,-121.331847
38.006553,-121.331847
38.022677,-121.27358
38.003502,-121.323379
37.984345,-121.333299
38.001427,-121.25925
38.001427,-121.25925
38.033602,-121.333426
37.95153,-121.28611
37.983195,-121.351637
38.022158,-121.312051
38.022158,-121.312051
38.12645,-121.259462
37.825082,-121.288965
37.825082,-121.288965
38.006553,-121.331847
38.023845,-121.312275
38.030611,-121.334968
38.039346,-121.351639
38.030611,-121.334968
37.994074,-121.302045
38.022677,-121.27358
38.021614,-121.082979
38.137101,-121.273791
38.022677,-121.27358
37.769325,-121.209198
38.022677,-121.27358
38.12645,-121.259462
37.769325,-121.209198
38.115392,-121.295672
38.006553,-121.331847
37.95875,-121.288372
37.74255,-121.124447
37.74255,-121.124447
38.0078,-121.308759
37.95989,-121.272661
37.953357,-121.267783
38.006553,-121.331847
38.021614,-121.082979
38.022677,-121.27358
37.982867,-121.344379
37.966194,-121.292092
38.00002,-121.297818
37.921448,-121.29781
38.055838,-121.375674
38.055838,-121.375674
38.117501,-121.303582
38.117501,-121.303582
38.055698,-121.258615
37.886279,-121.2831
37.966393,-121.330416
38.033014,-121.362477
37.72049,-121.462289
37.769325,-121.209198
37.825082,-121.288965
37.755319,-121.434325
38.006553,-121.331847
38.030611,-121.334968
37.985438,-121.325532
37.919634,-121.241044
37.921765,-121.3127
38.003502,-121.323379
37.955979,-121.282495
37.823101,-121.288174
38.162174,-121.260186
38.017615,-121.296966
38.017615,-121.296966
37.965057,-121.337103
37.966194,-121.292092
37.966194,-121.292092
38.055698,-121.258615
37.762302,-121.551624
37.931607,-121.312145
37.966194,-121.292092
37.966194,-121.292092
37.886279,-121.2831
37.755319,-121.434325
38.006553,-121.331847
38.002395,-121.317573
38.002395,-121.317573
38.004498,-121.294577
37.983195,-121.351637
37.984345,-121.333299
37.983195,-121.351637
38.012097,-121.322478
37.966194,-121.292092
37.966194,-121.292092
37.947491,-121.227317
37.886279,-121.2831
38.048532,-121.37093
37.95875,-121.288372
38.048532,-121.37093
38.048532,-121.37093
38.035047,-121.364418
38.008764,-121.292431
38.039346,-121.351639
37.95875,-121.288372
37.95875,-121.288372
37.95875,-121.288372
38.021078,-121.276157
37.95875,-121.288372
37.95875,-121.288372
37.984345,-121.333299
37.95875,-121.288372
37.95875,-121.288372
37.744481,-121.433054
37.921847,-121.25802
38.030611,-121.334968
38.030611,-121.334968
38.021078,-121.276157
38.002395,-121.317573
38.008507,-121.321322
38.004498,-121.294577
37.983195,-121.351637
37.984345,-121.333299
38.012097,-121.322478
37.95875,-121.288372
38.117501,-121.303582
38.049838,-121.376231
37.825082,-121.288965
37.825082,-121.288965
37.95875,-121.288372
37.998785,-121.286642
37.998785,-121.286642
37.95875,-121.288372
37.754199,-121.455801
37.886279,-121.2831
37.985546,-121.326225
37.966393,-121.330416
38.033014,-121.362477
38.021078,-121.276157
37.928415,-121.261369
37.921847,-121.25802
37.921847,-121.25802
37.985438,-121.325532
38.035047,-121.364418
37.919634,-121.241044
37.921765,-121.3127
38.003502,-121.323379
37.955979,-121.282495
38.049816,-121.376176
37.823101,-121.288174
37.983195,-121.351637
38.011846,-121.32066
37.985546,-121.326225
37.921847,-121.25802
38.113956,-121.28016
37.95875,-121.288372
38.049838,-121.376231
37.956394,-121.282322
37.956394,-121.282322
38.049838,-121.376231
37.754199,-121.455801
37.95875,-121.288372
38.016596,-121.285905
37.769325,-121.209198
38.049838,-121.376231
38.004498,-121.294577
37.928415,-121.261369
38.013403,-121.318228
37.886279,-121.2831
37.972006,-121.30112
37.95875,-121.288372
37.754199,-121.455801
37.95875,-121.288372
38.018799,-121.292752
37.953402,-121.289632
37.823101,-121.288174
37.988017,-121.305547
38.011846,-121.32066
37.886279,-121.2831
37.886279,-121.2831
37.886279,-121.2831
37.95875,-121.288372
38.022053,-121.276193
37.96252,-121.297678
37.95875,-121.288372
37.96252,-121.297678
37.953402,-121.289632
37.953402,-121.289632
38.002395,-121.317573
38.049838,-121.376231
37.886279,-121.2831
37.95875,-121.288372
38.022053,-121.276193
38.016596,-121.285905
38.016596,-121.285905
37.762302,-121.551624
38.035047,-121.364418
37.945805,-121.30029
38.022053,-121.276193
37.921847,-121.25802
37.953402,-121.289632
38.022677,-121.27358
37.921847,-121.25802
37.921847,-121.25802
37.886279,-121.2831
37.991738,-121.305645
37.945805,-121.30029
37.96252,-121.297678
38.022053,-121.276193
38.013403,-121.318228
37.985546,-121.326225
37.95875,-121.288372
37.966393,-121.330416
38.033014,-121.362477
38.021078,-121.276157
38.021078,-121.276157
38.021078,-121.276157
37.972492,-121.292015
37.955979,-121.282495
38.1288,-121.259431
38.138008,-121.276251
37.953402,-121.289632
37.985438,-121.325532
37.921765,-121.3127
38.003502,-121.323379
37.974737,-121.303001
37.823101,-121.288174
37.988017,-121.305547
38.011846,-121.32066
37.882469,-121.301655
37.972006,-121.30112
38.144633,-121.27419
38.016596,-121.285905
37.72495,-121.460905
38.049838,-121.376231
37.972492,-121.292015
37.957951,-121.337584
37.72495,-121.460905
38.021078,-121.276157
37.754199,-121.455801
37.974737,-121.303001
37.882469,-121.301655
37.72495,-121.460905
37.921847,-121.25802
37.972006,-121.30112
37.988017,-121.305547
37.95875,-121.288372
38.055838,-121.375674
38.055838,-121.375674
37.747409,-121.395412
37.72049,-121.462289
37.921971,-121.29571
37.953402,-121.289632
38.018799,-121.292752
37.823101,-121.288174
37.988017,-121.305547
38.011846,-121.32066
37.806702,-121.248168
38.021078,-121.276157
37.72495,-121.460905
37.953402,-121.289632
37.985059,-121.3505
37.747409,-121.395412
37.921971,-121.29571
38.016596,-121.285905
38.018799,-121.292752
37.966766,-121.28751
38.055838,-121.375674
37.793502,-121.283891
37.72495,-121.460905
37.966766,-121.28751
37.793502,-121.283891
37.793502,-121.283891
37.953402,-121.289632
38.001308,-121.292089
37.953341,-121.288761
38.055838,-121.375674
37.95122,-121.29948
37.991738,-121.305645
37.991738,-121.305645
37.793502,-121.283891
38.021078,-121.276157
37.72495,-121.460905
37.72495,-121.460905
37.72049,-121.462289
38.003502,-121.323379
38.021614,-121.082979
38.021614,-121.082979
38.033014,-121.362477
37.793502,-121.283891
38.022844,-121.293054
37.921765,-121.3127
37.988017,-121.305547
38.011846,-121.32066
37.972492,-121.292015
37.972492,-121.292015
37.928415,-121.261369
37.955979,-121.282495
37.989767,-121.32333
37.757154,-121.454052
37.72495,-121.460905
37.989767,-121.32333
38.021614,-121.082979
37.999066,-121.321429
37.990067,-121.322814
37.990067,-121.322814
37.806702,-121.248168
37.985438,-121.325532
38.034887,-121.363411
38.021078,-121.276157
37.961302,-121.271019
37.953341,-121.288761
37.823101,-121.288174
38.049838,-121.376231
38.033014,-121.362477
37.909186,-121.311582
37.823274,-121.288114
37.751253,-121.471862
37.785509,-121.218571
37.985546,-121.326225
37.990067,-121.322814
37.95875,-121.288372
37.823274,-121.288114
37.793502,-121.283891
37.751782,-121.472349
38.018799,-121.292752
37.989767,-121.32333
38.022844,-121.293054
37.885983,-121.296009
37.988017,-121.305547
38.011846,-121.32066
37.909186,-121.311582
37.785509,-121.218571
37.811397,-121.291176
37.885983,-121.296009
37.885983,-121.296009
37.966194,-121.292092
37.994342,-121.170421
37.793502,-121.283891
37.928542,-121.324072
37.928542,-121.324072
37.911735,-121.292745
38.004157,-121.292462
38.004157,-121.292462
37.72495,-121.460905
38.003502,-121.323379
37.966194,-121.292092
37.95122,-121.29948
37.911847,-121.301108
37.988017,-121.305547
37.972492,-121.292015
38.008764,-121.292431
38.018799,-121.292752
37.885983,-121.296009
37.921765,-121.3127
37.966194,-121.292092
37.988017,-121.305547
38.022844,-121.293054
38.021078,-121.276157
38.006553,-121.331847
37.95122,-121.29948
38.011846,-121.32066
37.823274,-121.288114
37.991738,-121.305645
38.049816,-121.376176
37.994342,-121.170421
38.002519,-121.317907
38.049838,-121.376231
37.991738,-121.305645
37.762623,-121.435123
37.911847,-121.301108
38.115392,-121.295672
37.753712,-121.458418
38.018799,-121.292752
37.885983,-121.296009
38.021065,-121.323184
38.021065,-121.323184
37.991738,-121.305645
38.141103,-121.261831
37.753712,-121.458418
37.991738,-121.305645
37.793502,-121.283891
37.725094,-121.529429
38.022677,-121.27358
38.133186,-121.27055
38.022677,-121.27358
37.994342,-121.170421
37.991738,-121.305645
37.991738,-121.305645
37.991793,-121.315302
37.991738,-121.305645
37.991738,-121.305645
37.911847,-121.301108
37.911847,-121.301108
37.88242,-121.290357
37.955359,-121.274041
37.725094,-121.529429
37.725094,-121.529429
38.018799,-121.292752
37.885983,-121.296009
37.921765,-121.3127
37.794563,-121.214989
37.991738,-121.305645
37.797529,-121.217716
37.991738,-121.305645
37.991738,-121.305645
37.992278,-121.344536
38.113057,-121.309885
38.113057,-121.309885
38.046836,-121.351142
37.825082,-121.288965
37.725094,-121.529429
37.998483,-121.28995
37.998483,-121.28995
38.113057,-121.309885
38.141103,-121.261831
37.825082,-121.288965
37.725094,-121.529429
37.885983,-121.296009
38.133781,-121.270748
37.752685,-121.45546
37.994342,-121.170421
37.752685,-121.45546
37.752685,-121.45546
38.055731,-121.258542
37.989024,-121.311387
37.986352,-121.342034
37.986352,-121.342034
37.795587,-121.329543
37.984345,-121.333299
37.984076,-121.319779
37.994342,-121.170421
37.984076,-121.319779
37.954662,-121.285437
37.752685,-121.45546
37.989024,-121.311387
38.046886,-121.351358
37.725094,-121.529429
37.725094,-121.529429
37.885983,-121.296009
37.986352,-121.342034
37.954662,-121.285437
38.030611,-121.334968
38.022011,-121.353427
37.780139,-121.002665
37.986352,-121.342034
38.046886,-121.351358
37.986352,-121.342034
38.026406,-121.282687
37.986352,-121.342034
38.055968,-121.375695
37.885983,-121.296009
37.954662,-121.285437
37.734329,-121.425225
37.967134,-121.27349
37.734329,-121.425225
37.984345,-121.333299
37.967134,-121.27349
37.954916,-121.285486
37.739165,-121.442225
37.739165,-121.442225
37.734329,-121.425225
37.954662,-121.285437
38.026406,-121.282687
37.995048,-121.295068
37.745404,-121.404442
37.734329,-121.425225
37.984345,-121.333299
37.745404,-121.404442
37.787876,-121.216458
37.745404,-121.404442
37.745404,-121.404442
37.954662,-121.285437
37.739165,-121.442225
37.745404,-121.404442
37.745404,-121.404442
37.984345,-121.333299
38.013403,-121.318228
37.991793,-121.315302
37.985546,-121.326225
37.991793,-121.315302
37.991793,-121.315302
37.991793,-121.315302
38.023314,-121.340649
38.013403,-121.318228
38.013403,-121.318228
37.985546,-121.326225
37.998785,-121.286642
37.932559,-121.299537
38.02151,-121.324454
37.987336,-121.244976
37.948434,-121.286115
38.15598,-121.153971
37.942074,-121.269576
37.751782,-121.472349
37.909876,-121.317624
37.752505,-121.135477
37.998785,-121.286642
37.921942,-121.297839
37.909876,-121.317624
37.955547,-121.305542
38.047938,-121.269146
37.985239,-121.30514
37.794011,-121.323215
38.040958,-121.25779
37.996904,-121.279513
38.047938,-121.269146
37.955547,-121.305542
37.955547,-121.305542
38.047938,-121.269146
38.047938,-121.269146
37.957175,-121.284186
38.047938,-121.269146
38.022677,-121.27358
37.982964,-121.346287
38.010466,-121.290464
38.047938,-121.269146
38.033782,-121.353281
38.047938,-121.269146
37.733682,-121.461173
37.72495,-121.460905
37.905277,-121.299257
38.12276,-121.266593
38.047938,-121.269146
37.905277,-121.299257
