CALENDAR_ID,VehicleNumber,MESSAGE_TIME,LONGITUDE,LATITUDE
120210107,16408,28604,-1212577534,379332917
120210107,16408,28673,-1212661436,379316022
120210107,16408,28683,-1212670133,379319786
120210107,16408,28814,-1212719620,379391754
120210107,16408,28888,-1212718775,379390071
120210107,16408,29018,-1212713614,379452923
120210107,16408,29088,-1212719980,379476578
120210107,16408,29220,-1212754178,379583743
120210107,16408,29231,-1212756956,379582972
120210107,16408,29301,-1212820372,379551446
120210107,16408,29374,-1212858699,379550324
120210107,16408,29539,-1212849526,379549437
120210107,16408,29611,-1212797580,379554641
120210107,16408,29801,-1212720669,379474017
120210107,16408,29811,-1212710178,379435391
120210107,16408,30918,-1212694041,379377451
120210107,16408,30989,-1212662575,379292944
120210107,16408,31121,-1212569763,379213062
120210107,16408,31192,-1212484170,379165472
120210107,16408,31263,-1212469381,379116288
120210107,16408,31410,-1212355740,379106841
120210107,16408,31487,-1212267758,379112243
120210107,16408,31540,-1212253645,379100844
120210107,16408,31832,-1212469998,379122896
120210107,16408,31841,-1212476393,379138008
120210107,16408,31912,-1212482446,379161104
120210107,16408,32042,-1212538708,379302537
120210107,16408,32174,-1212621223,379322147
120210107,16408,32244,-1212670495,379320455
120210107,16408,32254,-1212685194,379359316
120210107,16408,32447,-1212723312,379393818
120210107,16408,32462,-1212717706,379389734
120210107,16408,32592,-1212696875,379490450
120210107,16408,32783,-1212743182,379560141
120210107,16408,32856,-1212798620,379575312
120210107,16408,33304,-1212858261,379550858
120210107,16408,33509,-1212753868,379581752
120210107,16408,33519,-1212752084,379582229
120210107,16408,33649,-1212731836,379514849
120210107,16408,33719,-1212720172,379471867
120210107,16408,33961,-1212726224,379396045
120210107,16408,35004,-1212652943,379267661
120210107,16408,35197,-1212509928,379228151
120210107,16408,35270,-1212482345,379158522
120210107,16408,35440,-1212407563,379102417
120210107,16408,35555,-1212255120,379104019
120210107,16408,35686,-1212295554,379049635
120210107,16408,35757,-1212392943,379068522
120210107,16408,35766,-1212448856,379081705
120210107,16408,35834,-1212467307,379112193
120210107,16408,35966,-1212510268,379231130
120210107,16408,36287,-1212670645,379320893
120210107,16408,36417,-1212723553,379393966
120210107,16408,36479,-1212715843,379389862
120210107,16408,36669,-1212719191,379473326
120210107,16408,36919,-1212790481,379577413
120210107,16408,37128,-1212858152,379550817
120210107,16408,37791,-1212848927,379546882
120210107,16408,38163,-1212711226,379439384
120210107,16408,38173,-1212700882,379397838
120210107,16408,38314,-1212726481,379396321
120210107,16408,39108,-1212726449,379396325
120210107,16408,39258,-1212672164,379319358
120210107,16408,39269,-1212670391,379313456
120210107,16408,39339,-1212656042,379274806
120210107,16408,39469,-1212611713,379202658
120210107,16408,39658,-1212472584,379127096
120210107,16408,39736,-1212409963,379101895
120210107,16408,39951,-1212286154,379064456
120210107,16408,40023,-1212338843,379071931
120210107,16408,40340,-1212539063,379303431
120210107,16408,40471,-1212578376,379332727
120210107,16408,40480,-1212624938,379321409
120210107,16408,40730,-1212724654,379393982
120210107,16408,40864,-1212703116,379414154
120210107,16408,41176,-1212753211,379583889
120210107,16408,41260,-1212862907,379549064
120210107,16408,41395,-1212858017,379552419
120210107,16408,41803,-1212720658,379474893
120210107,16408,41812,-1212719803,379471673
120210107,16408,41822,-1212709991,379434991
120210107,16408,41864,-1212711445,379390935
120210107,16408,47372,-1212559436,379338234
120210107,16408,47441,-1212609125,379325104
120210107,16408,47631,-1212713753,379390817
120210107,16408,47701,-1212723506,379394678
120210107,16408,47725,-1212711354,379391161
120210107,16408,47916,-1212721752,379483272
120210107,16408,48225,-1212805191,379574559
120210107,16408,48798,-1212709750,379434918
120210107,16408,49951,-1212706205,379392261
120210107,16408,50021,-1212652369,379265500
120210107,16408,50151,-1212611302,379202513
120210107,16408,50222,-1212522428,379225250
120210107,16408,50380,-1212400470,379102923
120210107,16408,50551,-1212254677,379075156
120210107,16408,52607,-1212861743,379550689
120210107,16408,52940,-1212730755,379510984
120210107,16408,53031,-1212718531,379467282
120210107,16408,53242,-1212726136,379396083
120210107,16408,54209,-1212612988,379202158
120210107,16408,54340,-1212481643,379156253
120210107,16408,54406,-1212469117,379115680
120210107,16408,54416,-1212468738,379114400
120210107,16408,57436,-1212723298,379398534
120210107,16408,69313,-1212510051,379616276
120210107,16409,29679,-1212469097,379115704
120210107,16409,31439,-1212858548,379550859
120210107,16409,32036,-1212760369,379581101
120210107,16409,32398,-1212722241,379391802
120210107,16409,34844,-1212725124,379397718
120210107,16409,35214,-1212731103,379516537
120210107,16409,40112,-1212799093,379568762
120210107,16409,66982,-1212510338,379617013
120210107,18401,63622,-1212511844,379616462
120210107,18403,58130,-1212513256,379614676
120210107,18403,58561,-1212513177,379615235
120210107,18405,71617,-1212511676,379616816
120210107,18405,77160,-1212511766,379617034
120210108,16401,22849,-1212469447,379617655
120210108,16401,25032,-1212850412,379545642
120210108,16401,33704,-1212558575,379348991
120210108,16401,35785,-1212850019,379550829
120210108,16401,58081,-1212849544,379545865
120210108,16401,65492,-1212509792,379615841
120210108,16402,57833,-1212510214,379619015
120210108,16403,34289,-1213129369,379627955
120210108,16403,37310,-1212875631,379551246
120210108,16403,39397,-1213120528,379595483
120210108,16403,42167,-1213125599,379616315
120210108,16403,42799,-1213132585,379931052
120210108,16403,50600,-1212970597,379618340
120210108,16403,53454,-1212881580,379567288
120210108,16403,54518,-1212866390,379561136
120210108,16403,58370,-1212866695,379561859
120210108,16403,66187,-1212510089,379616335
120210108,16404,69312,-1212510379,379616372
120210108,16404,70641,-1212509443,379617439
120210108,16404,78720,-1212511624,379618016
120210108,16405,66955,-1212512105,379616955
120210108,16407,47948,-1212490809,379624426
120210108,16407,62713,-1212492948,379620205
120210108,16408,59330,-1212511993,379617459
120210108,16409,31695,-1212704554,379611658
120210108,16409,33457,-1212861209,379548836
120210108,16409,43467,-1212753919,379583734
120210108,16409,44006,-1212919835,379534507
120210108,16409,45927,-1212697053,379611507
120210108,16409,57441,-1212511941,379616840
120210108,18401,1332,-1212513465,379614893
120210108,18401,22015,-1212513492,379614790
120210108,18401,63683,-1212512006,379616504
120210108,18403,26036,-1212495429,379627948
120210108,18405,2532,-1212513282,379614444
120210108,18405,69128,-1212511908,379616511
120210109,16403,35214,-1212510338,379618574
120210109,16405,66913,-1212511823,379618068
120210109,18401,66659,-1212513390,379614845
120210110,16407,28407,-1212506138,379615420
120210110,16407,66574,-1212501907,379621165
120210110,16408,1719,-1212495898,379621374
120210110,16410,38259,-1212725044,379397151
120210110,18401,58190,-1212513546,379614821
120210110,18405,38956,-1212725019,379393441
120210111,16401,22733,-1212469896,379617479
120210111,16401,25021,-1212862270,379546470
120210111,16401,33039,-1212849872,379550276
120210111,16401,36446,-1212849613,379545897
120210111,16402,57034,-1212508343,379628245
120210111,16403,44624,-1212511417,379616581
120210111,16404,69280,-1212510855,379617465
120210111,16405,62262,-1212508484,379624458
120210111,16407,43453,-1212765222,379581368
120210111,16407,49543,-1212697164,379611531
120210111,16407,63077,-1212510551,379623975
120210111,16408,23856,-1212495668,379625818
120210111,16409,20356,-1212861291,379548650
120210111,16409,30623,-1212558243,379338473
120210111,16409,42047,-1212463418,379104271
120210111,16409,46296,-1212576991,379333245
120210111,16409,47243,-1212858455,379550506
120210111,16409,67099,-1212510294,379617234
120210111,16409,72045,-1212508088,379624617
120210111,18401,69110,-1212510426,379616719
120210111,18401,86222,-1212506783,379624004
120210111,18403,25956,-1212497517,379622492
120210111,18403,29619,-1212497340,379619940
120210111,18403,62836,-1212513375,379614984
120210111,18405,68874,-1212513346,379614469
120210111,18405,85987,-1212513303,379614351
120210111,18405,86177,-1212508155,379624187
120210112,16401,58746,-1212504019,379623360
120210112,16402,60189,-1212511648,379618729
120210112,16404,57454,-1212512096,379616590
120210112,16405,66902,-1212509927,379615883
120210112,16407,20944,-1212443312,379062387
120210112,16407,21083,-1212445754,379071630
120210112,16407,29151,-1212749391,379581524
120210112,16407,69354,-1212512096,379617296
120210112,16408,26594,-1212499842,379621360
120210112,16409,28006,-1212860788,379549048
120210112,16409,30881,-1212868663,379543743
120210112,16409,33719,-1212567117,379653460
120210112,16409,46040,-1212855032,379555018
120210112,16409,46501,-1212971310,379499787
120210112,16409,48367,-1212388417,379689877
120210112,16409,49278,-1212752915,379583765
120210112,16409,49892,-1212919619,379534257
120210112,16409,50062,-1212971307,379499387
120210112,16409,51922,-1212388371,379689821
120210112,16409,53610,-1212971502,379499669
120210112,16409,54742,-1212865666,379560330
120210112,16409,55466,-1212389168,379689831
120210112,16409,55709,-1212512874,379677061
120210112,16409,55840,-1212602863,379638450
120210112,16409,59250,-1212512218,379616968
120210112,18401,69150,-1212509994,379616231
120210112,18403,66719,-1212507297,379616473
120210112,18405,64346,-1212505320,379622464
120210112,18405,68201,-1212513373,379614947
120210113,16401,54026,-1212510642,379618496
120210113,16402,58150,-1212511518,379618928
120210113,16403,54148,-1212510279,379618672
120210113,16404,58178,-1212511829,379617022
120210113,16404,61290,-1212512109,379618866
120210113,16405,59234,-1212510235,379616584
120210113,16407,66785,-1212510173,379617145
120210113,16408,19400,-1212492771,379625255
120210113,16408,66788,-1212508285,379625567
120210113,16408,67099,-1212508904,379628049
120210113,16408,67530,-1212506155,379627364
120210113,16409,22299,-1212849852,379549525
120210113,16409,25044,-1212723442,379393785
120210113,16409,25629,-1212858283,379550455
120210113,16409,26373,-1212705416,379413920
120210113,16409,27457,-1212613696,379201831
120210113,16409,28416,-1212510577,379232737
120210113,16409,29865,-1212732363,379518385
120210113,16409,33196,-1212858449,379550368
120210113,16409,33415,-1212849066,379548892
120210113,16409,33738,-1212718484,379468079
120210113,16409,35609,-1212249946,379092220
120210113,16409,36191,-1212558463,379338587
120210113,16409,36839,-1212730886,379516628
120210113,16409,38381,-1212726061,379396238
120210113,16409,39569,-1212254953,379104669
120210113,16409,41118,-1212792135,379576492
120210113,16409,43692,-1212516562,379246710
120210113,16409,43832,-1212573429,379334037
120210113,16409,46701,-1212725999,379396382
120210113,16409,47493,-1212508013,379608322
120210113,16410,52114,-1212493919,379620987
120210113,18401,71508,-1212502190,379621670
120210113,18401,77009,-1212505874,379624619
120210113,18401,79262,-1212513324,379614869
120210113,18403,64316,-1212513143,379614865
120210113,18403,66427,-1212513429,379614892
120210113,18403,67156,-1212513221,379614904
120210113,18403,70363,-1212512694,379613912
120210113,18405,68041,-1212513224,379614478
120210113,18405,69611,-1212513230,379614296
120210113,18405,71901,-1212513228,379614455
120210113,18405,76831,-1212513187,379614274
120210113,18405,77801,-1212513124,379614395
120210114,1004,47807,-1212955056,380210782
120210114,16404,66112,-1212510775,379617425
120210114,16405,11013,-1212510214,379617856
120210114,16407,51932,-1212389927,379704398
120210114,16407,52318,-1212566118,379653747
120210114,16407,54841,-1212841173,379556913
120210114,16407,55295,-1212697208,379611666
120210114,16407,55319,-1212677012,379615886
120210114,16407,55660,-1212387821,379699682
120210114,16407,57197,-1212925662,379529118
120210114,16407,57308,-1212971464,379499745
120210114,16407,57725,-1212860860,379548515
120210114,16407,58661,-1212741415,379604956
120210114,16407,58791,-1212697171,379611827
120210114,16407,58825,-1212694979,379612308
120210114,16407,58895,-1212665230,379618483
120210114,16407,60767,-1212509969,379617648
120210114,16408,25356,-1212870725,379543864
120210114,16408,25760,-1212936462,379530810
120210114,16408,25894,-1212879347,379540902
120210114,16408,25979,-1212860008,379549378
120210114,16408,27175,-1212697048,379611362
120210114,16408,27528,-1212388180,379689633
120210114,16408,27957,-1212666603,379618674
120210114,16408,28399,-1212825484,379570822
120210114,16408,29144,-1212921324,379513392
120210114,16408,29275,-1212971458,379499744
120210114,16408,29347,-1212933757,379531111
120210114,16408,30964,-1212697039,379611354
120210114,16408,30973,-1212695685,379611664
120210114,16408,31049,-1212666874,379617686
120210114,16408,31058,-1212656723,379619959
120210114,16408,31128,-1212509021,379677004
120210114,16408,31261,-1212406644,379706772
120210114,16408,31404,-1212459711,379698803
120210114,16408,31475,-1212556132,379658091
120210114,16408,31605,-1212673699,379617202
120210114,16408,31938,-1212754355,379583549
120210114,16408,31948,-1212803924,379574636
120210114,16408,32017,-1212823638,379552252
120210114,16408,32813,-1212869678,379543362
120210114,16408,33017,-1212971579,379499793
120210114,16408,33147,-1212897883,379537316
120210114,16408,34674,-1212842182,379556734
120210114,16408,34805,-1212725429,379587638
120210114,16408,34938,-1212696621,379611707
120210114,16408,35456,-1212392593,379711248
120210114,16408,35466,-1212492724,379685971
120210114,16408,35535,-1212574161,379650620
120210114,16408,35606,-1212661859,379620008
120210114,16408,35616,-1212667353,379618820
120210114,16408,35657,-1212704444,379612036
120210114,16408,35907,-1212823520,379552626
120210114,16408,36873,-1212927020,379504259
120210114,16408,38370,-1212861412,379548681
120210114,16408,38451,-1212838321,379561683
120210114,16408,39201,-1212386507,379690206
120210114,16408,39392,-1212535719,379666851
120210114,16408,39522,-1212666429,379618870
120210114,16408,39565,-1212704107,379611965
120210114,16408,39575,-1212717875,379609556
120210114,16408,39961,-1212862441,379547891
120210114,16408,40031,-1212852299,379553726
120210114,16408,40407,-1212923064,379520550
120210114,16408,40417,-1212955049,379500603
120210114,16408,40479,-1212971134,379498831
120210114,16408,40489,-1212971342,379500047
120210114,16408,40559,-1212937612,379530638
120210114,16408,42043,-1212839208,379564109
120210114,16408,42182,-1212753456,379581949
120210114,16408,42194,-1212751653,379582349
120210114,16408,42314,-1212697040,379611495
120210114,16408,42385,-1212655790,379620252
120210114,16408,42455,-1212581938,379645840
120210114,16408,42526,-1212520599,379672046
120210114,16408,42595,-1212408471,379711777
120210114,16408,42743,-1212393780,379714644
120210114,16408,42872,-1212546294,379662404
120210114,16408,43062,-1212679134,379616121
120210114,16408,43071,-1212704278,379611967
120210114,16408,57557,-1212512176,379617886
120210114,16409,24251,-1212848838,379548589
120210114,16409,33965,-1212248673,379089430
120210114,16409,37867,-1212433630,379095944
120210114,16409,38135,-1212254015,379101639
120210114,16409,64237,-1212504075,379214978
120210114,16409,65244,-1212688561,379366005
120210114,18401,63677,-1212510392,379616652
120210114,18401,67481,-1212513464,379614816
120210114,18401,68340,-1212513269,379614388
120210114,18403,17679,-1212512913,379613923
120210114,18403,68062,-1212513151,379614672
120210114,18405,71611,-1212513154,379614055
120210115,16403,58412,-1212500205,379623743
120210115,16404,12170,-1212495496,379623715
120210115,16405,20050,-1212510021,379617324
120210115,16407,25121,-1212724915,379396491
120210115,16407,67934,-1212726332,379396110
120210115,16407,68181,-1212629534,379212819
120210115,16407,69283,-1212511922,379616551
120210115,16407,75717,-1212513181,379621825
120210115,16408,66994,-1212509660,379616170
120210115,16409,26092,-1212860418,379549081
120210115,16409,35025,-1212558238,379655790
120210115,16409,37238,-1212860753,379549056
120210115,16409,38287,-1212826377,379566746
120210115,16409,38602,-1212675968,379615952
120210115,16409,38744,-1212557754,379655973
120210115,16409,38925,-1212388471,379689842
120210115,16409,39309,-1212676542,379616417
120210115,16409,43556,-1212854908,379553434
120210115,16409,43822,-1212922575,379533628
120210115,16409,49181,-1212861487,379548365
120210115,16409,50117,-1212388682,379689844
120210115,16409,50368,-1212568092,379652885
120210115,16409,50597,-1212716965,379609389
120210115,16409,51032,-1212854969,379553035
120210115,16409,57540,-1212511761,379616550
120210115,16409,57799,-1212511631,379621808
120210115,18401,72717,-1212507009,379615266
120210115,18401,78442,-1212506941,379624001
120210115,18403,64703,-1212506701,379624368
120210115,18405,54728,-1212513168,379613905
120210116,16402,48366,-1212511952,379618813
120210116,16403,50598,-1212508669,379624453
120210116,16404,52143,-1212492677,379620812
120210116,16407,23826,-1212509979,379617408
120210116,18401,27828,-1212505885,379625169
120210116,18401,65174,-1212513392,379614513
120210116,18401,66865,-1212513371,379614465
120210116,18401,73655,-1212513287,379614362
120210116,18401,74864,-1212513273,379614409
120210116,18401,74934,-1212513275,379614411
120210116,18405,25510,-1212513480,379614956
120210116,18405,66781,-1212513185,379614011
120210117,16403,53877,-1212511647,379618488
120210117,16405,54656,-1212512992,379621579
120210117,16405,54706,-1212512992,379621579
120210117,16407,53360,-1212503758,379625873
120210117,16408,66626,-1212511518,379618410
120210117,16409,54137,-1212511201,379624172
120210117,18403,59201,-1212507048,379624607
120210117,18405,66098,-1212509641,379615988
120210117,18405,69129,-1212513320,379614818
120210118,16402,58465,-1212509707,379618685
120210118,16403,58450,-1212503260,379624639
120210118,16404,54837,-1212495617,379619356
120210118,16404,76418,-1212494226,379623052
120210118,16405,24538,-1212512992,379621579
120210118,16409,32939,-1212751335,379582663
120210118,16409,33365,-1212388387,379690008
120210118,16409,33519,-1212515649,379675816
120210118,16409,33650,-1212603426,379638367
120210118,16409,36780,-1212696841,379611719
120210118,16409,37084,-1212388288,379689936
120210118,16409,37407,-1212676675,379616443
120210118,16409,40266,-1212697002,379611612
120210118,16409,41360,-1212860226,379552549
120210118,16409,45116,-1212854571,379553757
120210118,16409,45653,-1212922147,379517308
120210118,16409,60307,-1212855191,379554599
120210118,16409,60587,-1212972110,379501453
120210118,16409,60912,-1212861142,379548928
120210118,16409,61859,-1212753620,379581986
120210118,16409,62139,-1212697286,379611630
120210118,16409,62158,-1212656721,379620237
120210118,16409,66126,-1212512083,379617045
120210118,18403,9275,-1212513448,379615098
120210118,18403,16485,-1212513705,379615121
120210118,18403,62032,-1212513228,379622591
120210118,18405,11641,-1212495396,379621817
120210118,18405,22972,-1212512796,379613600
120210118,18405,56051,-1212724906,379393371
120210118,18405,62602,-1212508781,379624174
120210118,18405,63391,-1212513369,379614921
120210118,18405,64602,-1212513408,379614773
120210118,18405,66794,-1212499520,379624070
120210119,1008,51527,-1212954294,380210605
120210119,16401,60772,-1212510718,379619159
120210119,16402,60947,-1212510080,379618528
120210119,16404,58193,-1212511546,379616125
120210119,16405,76372,-1212495099,379619710
120210119,16406,47162,-1212497308,379623023
120210119,16406,55294,-1212497161,379625926
120210119,16406,58778,-1212494855,379626020
120210119,16406,59509,-1212496289,379626411
120210119,16406,59840,-1212507631,379622837
120210119,16406,60211,-1212510175,379618218
120210119,16407,22063,-1212464574,379105441
120210119,16407,23369,-1212734277,379529919
120210119,16407,29569,-1212591616,379207566
120210119,16407,40477,-1212725951,379395978
120210119,16408,61326,-1212510096,379617801
