CALENDAR_ID,VehicleNumber,MESSAGE_TIME,LONGITUDE,LATITUDE
120210119,16409,26179,-1212697360,379611551
120210119,16409,40723,-1212388108,379689966
120210119,16409,43652,-1212851901,379560282
120210119,16409,46237,-1212919885,379534352
120210119,16409,59196,-1212511995,379616919
120210119,18403,64621,-1212513342,379615100
120210119,18403,64692,-1212513403,379615127
120210119,18403,77506,-1212513419,379615418
120210120,16404,57776,-1212511478,379616044
120210120,16405,59471,-1212510419,379616624
120210120,16406,20401,-1212854312,379549382
120210120,16406,20891,-1212861175,379548342
120210120,16406,21858,-1212599962,379205488
120210120,16406,22048,-1212469250,379116067
120210120,16406,22072,-1212465583,379107050
120210120,16406,27474,-1212863042,379548080
120210120,16406,27571,-1212859023,379551510
120210120,16406,27854,-1212858971,379551503
120210120,16406,28432,-1212726002,379395946
120210120,16406,29914,-1212254683,379103929
120210120,16406,30805,-1212674545,379329487
120210120,16406,30874,-1212703285,379393755
120210120,16406,30944,-1212723876,379393837
120210120,16406,31461,-1212859230,379551632
120210120,16406,31831,-1212859275,379551182
120210120,16406,33734,-1212334304,379108853
120210120,16406,33998,-1212270803,379068894
120210120,16406,35303,-1212833017,379549620
120210120,16406,35433,-1212858289,379551845
120210120,16406,35928,-1212858635,379552920
120210120,16406,36135,-1212848231,379547502
120210120,16406,36536,-1212725526,379393925
120210120,16406,37147,-1212726696,379396132
120210120,16406,37808,-1212592810,379207338
120210120,16406,38240,-1212247673,379081139
120210120,16406,38490,-1212395331,379104215
120210120,16406,38552,-1212473927,379131544
120210120,16406,38924,-1212674104,379329253
120210120,16406,39108,-1212724576,379397997
120210120,16406,39650,-1212858687,379550476
120210120,16406,40400,-1212718298,379466390
120210120,16406,40515,-1212705655,379392358
120210120,16406,42078,-1212287151,379059115
120210120,16406,42210,-1212446344,379072771
120210120,16406,42340,-1212470120,379123505
120210120,16406,42492,-1212481994,379159507
120210120,16406,42742,-1212590148,379329779
120210120,16406,42813,-1212671430,379323301
120210120,16406,43075,-1212725321,379396501
120210120,16406,44155,-1212725994,379396313
120210120,16406,44409,-1212726194,379396193
120210120,16406,44658,-1212726391,379395921
120210120,16406,44997,-1212726495,379396815
120210120,16406,45114,-1212707310,379392061
120210120,16406,47202,-1212506318,379615602
120210120,16406,59745,-1212513911,379620858
120210120,16406,66234,-1212505718,379626359
120210120,16406,82355,-1212511672,379618277
120210120,16407,48886,-1212721807,379397276
120210120,16407,55444,-1212719647,379471627
120210120,16407,55743,-1212726107,379396377
120210120,16407,56697,-1212699133,379392673
120210120,16407,56838,-1212664335,379299465
120210120,16407,57088,-1212511210,379228362
120210120,16407,66964,-1212510340,379617080
120210120,16408,21027,-1212445171,379068824
120210120,16408,69306,-1212512007,379617061
120210120,16408,70155,-1212503856,379623844
120210120,16409,57995,-1212507743,379623399
120210120,16409,58065,-1212509621,379617831
120210120,18405,60919,-1212513701,379615178
120210121,14602,18120,0,0
120210121,16401,57495,-1212502440,379624386
120210121,16403,59318,-1212511909,379618660
120210121,16404,15362,-1212511367,379617536
120210121,16405,57745,-1212510265,379618179
120210121,16406,58825,-1212511916,379618620
120210121,16407,31003,-1212679069,379615321
120210121,16407,31074,-1212667899,379617708
120210121,16407,31669,-1212666380,379618951
120210121,16407,32097,-1212852518,379553788
120210121,16407,32819,-1212920537,379534531
120210121,16407,57438,-1212511954,379616914
120210121,16408,58253,-1212509874,379617795
120210121,16409,22588,-1212704194,379611856
120210121,16409,34489,-1212854185,379554072
120210121,16409,36674,-1212558089,379655845
120210121,16409,37279,-1212566325,379653671
120210121,16409,40235,-1212697118,379611588
120210121,16409,42229,-1212854638,379554702
120210121,16409,42246,-1212871552,379543467
120210121,16409,42525,-1212971418,379499529
120210121,16409,42535,-1212975535,379513690
120210121,16409,42836,-1212861273,379549538
120210121,16409,43839,-1212726039,379600360
120210121,16409,43913,-1212697005,379611758
120210121,16409,44646,-1212646053,379623443
120210121,16409,44656,-1212669843,379618296
120210121,16409,46052,-1212854317,379553858
120210121,16409,46433,-1212971115,379498793
120210121,16409,46736,-1212860791,379548450
120210121,16409,48007,-1212697178,379611611
120210121,16409,48367,-1212387610,379690206
120210121,16409,59662,-1212511857,379615941
120210121,16410,40669,-1212724137,379390834
120210121,18403,19231,-1212513604,379614793
120210121,18403,67776,-1212513289,379614684
120210121,18404,35636,-1212495155,379620105
120210122,16404,60283,-1212506840,379615640
120210122,16405,11863,-1212510290,379618128
120210122,16408,50774,-1212472375,379617125
120210122,16409,62109,-1212510069,379617480
120210122,18401,45850,-1212494425,379628749
120210122,18401,46873,-1212495313,379626331
120210122,18401,47003,-1212495119,379627020
120210122,18401,47072,-1212495542,379626077
120210122,18403,67992,-1212513257,379614862
120210122,18403,68345,-1212513296,379614499
120210122,18404,48922,-1212494559,379624412
120210122,18404,51068,-1212497785,379618989
120210122,18404,52321,-1212497028,379620949
120210123,16401,28067,-1212510634,379618954
120210123,16402,25965,-1212510254,379618349
120210123,16407,62174,-1212669602,379617274
120210123,16407,62824,-1212577083,379649348
120210123,16407,64584,-1212861135,379549263
120210123,16408,74542,-1212511345,379623661
120210123,16409,30837,-1212506715,379626029
120210123,18401,37976,-1212493532,379620123
120210123,18401,51761,-1212513169,379614422
120210123,18403,66814,-1212512714,379613744
120210123,18403,70003,-1212513207,379614205
120210123,18404,33230,-1212513401,379614863
120210124,16407,27312,-1212505629,379624654
120210124,16407,31102,-1212504039,379621774
120210124,16407,37145,-1212505427,379623712
120210124,16407,72866,-1212511345,379618295
120210124,16409,34062,-1212854560,379553486
120210124,16409,37215,-1212388262,379689837
120210124,16409,37585,-1212666198,379618753
120210124,16409,38290,-1212854769,379553567
120210124,16409,46115,-1212971353,379500518
120210124,16409,47863,-1212575615,379648840
120210124,16409,48094,-1212385214,379690935
120210124,16409,48789,-1212810404,379573670
120210124,16410,53410,-1212508687,379624744
120210124,18401,59272,-1212513468,379614547
120210124,18403,66589,-1212504665,379622894
120210124,18403,68907,-1212513010,379614158
120210124,18404,59338,-1212513637,379614808
120210125,1006,36649,-1212987027,379683506
120210125,16402,60152,-1212510380,379618405
120210125,16404,57838,-1212506760,379624452
120210125,16406,20192,-1212510204,379617669
120210125,16406,20697,-1212235861,379052320
120210125,16406,27329,-1212706060,379391868
120210125,16406,29856,-1212751851,379582443
120210125,16406,31438,-1212447008,379090998
120210125,16406,31508,-1212366799,379106058
120210125,16406,31758,-1212292210,379052417
120210125,16406,31888,-1212441012,379056725
120210125,16406,32340,-1212626508,379321385
120210125,16406,32470,-1212687147,379362515
120210125,16406,32853,-1212730777,379516370
120210125,16406,32863,-1212734648,379528772
120210125,16406,33576,-1212788144,379576588
120210125,16406,33654,-1212723422,379486345
120210125,16406,33896,-1212726490,379396260
120210125,16406,34388,-1212726386,379396640
120210125,16406,34775,-1212726475,379396522
120210125,16406,35145,-1212540165,379220945
120210125,16406,36298,-1212675905,379334888
120210125,16406,36308,-1212691513,379374629
120210125,16406,36802,-1212756682,379582769
120210125,16406,37915,-1212754251,379581953
120210125,16406,37938,-1212745582,379567439
120210125,16406,38383,-1212726086,379395965
120210125,16406,38995,-1212704563,379392463
120210125,16406,39559,-1212332948,379108914
120210125,16406,40454,-1212716704,379390028
120210125,16406,40473,-1212725086,379396504
120210125,16406,40685,-1212702938,379414186
120210125,16406,40764,-1212727176,379503268
120210125,16406,41620,-1212744919,379565740
120210125,16406,41759,-1212718202,379466577
120210125,16406,42254,-1212726545,379396462
120210125,16406,43186,-1212308886,379109796
120210125,16406,43433,-1212436759,379057807
120210125,16406,44525,-1212764201,379581757
120210125,16406,44655,-1212817183,379552138
120210125,16406,45132,-1212720603,379475102
120210125,16406,45446,-1212725910,379396384
120210125,16406,45876,-1212726040,379396833
120210125,16406,46847,-1212254644,379103870
120210125,16406,47331,-1212544140,379315605
120210125,16406,47722,-1212723800,379394332
120210125,16406,48310,-1212858338,379550774
120210125,16406,48775,-1212704898,379412363
120210125,16406,49177,-1212726389,379396140
120210125,16406,49550,-1212726544,379395813
120210125,16406,49881,-1212693383,379375760
120210125,16406,52282,-1212858699,379551120
120210125,16406,53276,-1212727608,379395871
120210125,16406,53766,-1212726613,379396466
120210125,16406,54036,-1212726417,379396536
120210125,16406,54347,-1212565388,379214725
120210125,16406,54723,-1212255049,379105589
120210125,16406,54981,-1212446137,379072150
120210125,16406,55195,-1212538740,379302249
120210125,16406,55564,-1212720445,379392455
120210125,16406,56156,-1212844513,379547692
120210125,16406,56763,-1212717279,379389693
120210125,16406,57013,-1212724902,379397087
120210125,16406,57505,-1212725423,379397580
120210125,16406,57800,-1212694025,379377094
120210125,16406,58579,-1212500129,379204988
120210125,16406,58829,-1212664321,379316888
120210125,16406,59207,-1212717056,379464341
120210125,16406,59340,-1212749458,379581011
120210125,16406,60185,-1212801317,379554226
120210125,16406,64484,-1212726177,379395725
120210125,16406,65606,-1212664443,379299560
120210125,16406,66070,-1212259328,379114401
120210125,16406,67532,-1212846843,379547338
120210125,16406,68454,-1212587373,379208725
120210125,16406,69232,-1212393605,379551028
120210125,16406,69307,-1212536789,379601461
120210125,16406,69502,-1212510261,379616935
120210125,16406,71342,-1212511115,379617774
120210125,16406,77420,-1212511118,379620097
120210125,16406,84214,-1212501362,379624606
120210125,16406,84286,-1212502189,379611526
120210125,16406,84957,-1212509929,379617409
120210125,16408,20738,-1212566475,379653803
120210125,16409,32592,-1212753642,379582011
120210125,16409,34010,-1212852298,379553667
120210125,16409,40161,-1212696837,379611612
120210125,16409,40313,-1212557722,379656143
120210125,16409,47945,-1212557958,379655938
120210125,16409,54999,-1212736582,379585470
120210125,16409,55251,-1212696992,379611858
120210125,16409,57547,-1212861123,379548882
120210125,18401,63858,-1212510004,379615454
120210125,18401,67679,-1212512966,379614434
120210125,18402,60976,-1212497184,379621348
120210125,18402,80554,-1212513486,379614994
120210125,18402,80804,-1212502303,379621813
120210125,18402,84173,-1212513519,379614897
120210125,18403,71410,-1212512643,379613380
120210125,18403,72623,-1212512994,379613781
120210125,18403,73653,-1212512712,379613708
120210125,18404,66862,-1212506893,379615457
120210125,18404,68535,-1212512980,379614244
120210126,16402,60383,-1212510142,379619052
120210126,16404,66721,-1212509678,379617697
120210126,16405,69512,-1212512092,379617224
120210126,16406,24591,-1212580921,379647556
120210126,16406,24662,-1212651599,379621931
120210126,16406,25822,-1212915586,379533886
120210126,16406,26218,-1212861431,379549338
120210126,16406,26470,-1212861050,379548928
120210126,16406,26902,-1212861155,379548299
120210126,16406,28618,-1212852584,379553864
120210126,16406,29310,-1212920967,379533253
120210126,16406,30320,-1212861259,379548755
120210126,16406,30684,-1212866615,379561793
120210126,16406,32955,-1212924958,379525803
120210126,16406,33095,-1212974454,379509176
120210126,16406,33449,-1212855580,379548836
120210126,16406,34178,-1212859817,379547676
120210126,16406,34369,-1212861659,379548349
120210126,16406,38692,-1212697037,379611619
120210126,16406,42296,-1212676732,379615794
120210126,16406,42696,-1212387564,379699970
120210126,16406,42955,-1212566495,379653968
120210126,16406,42965,-1212582144,379647403
120210126,16406,43084,-1212716951,379609770
120210126,16406,43285,-1212741452,379585763
120210126,16406,43414,-1212848196,379567321
120210126,16406,43728,-1212852334,379555428
120210126,16406,43740,-1212872834,379542958
120210126,16406,45216,-1212860747,379548341
120210126,16406,52319,-1212860797,379549236
120210126,16406,52691,-1212860602,379548922
120210126,16406,58692,-1212507746,379626102
120210126,16406,67343,-1212584261,379619804
120210126,16406,67832,-1212538734,379605143
120210126,16406,67963,-1212501504,379625728
120210126,16406,68034,-1212498773,379626540
120210126,16406,69726,-1212495700,379626189
120210126,16406,70096,-1212497402,379626220
120210126,16406,70177,-1212501100,379625249
120210126,16408,20355,-1212509925,379618099
120210126,16408,33192,-1212511735,379616933
120210126,18401,66715,-1212507126,379615481
120210126,18402,22144,-1212513306,379614927
120210126,18402,68034,-1212513510,379614838
120210126,18403,44277,-1212496589,379622734
120210126,18404,20225,-1212513188,379613985
120210126,18404,72646,-1212506562,379625458
120210127,16401,58371,-1212510664,379618342
120210127,16409,58503,-1212510070,379618141
120210127,18401,70448,-1212512351,379617106
120210127,18402,58977,-1212506167,379628918
120210127,18402,59167,-1212506053,379628998
120210127,18402,80748,-1212513322,379614516
120210127,18402,80877,-1212503975,379623206
120210127,18402,83228,-1212508582,379624711
120210127,18404,40662,-1212509975,379615740
120210127,18404,64419,-1212513338,379614781
120210128,1007,84809,-1212504894,379623775
120210128,16401,58235,-1212510617,379618535
120210128,16403,8568,-1212497543,379622248
120210128,16404,69420,-1212511892,379616682
120210128,16406,23643,-1212511681,379617938
120210128,16406,24863,-1212255152,379103925
120210128,16406,27103,-1212730864,379511690
120210128,16406,28223,-1212662792,379293421
120210128,16406,28352,-1212622705,379201432
120210128,16406,28796,-1212255119,379103976
120210128,16406,29171,-1212494714,379191634
120210128,16406,29302,-1212543285,379312654
120210128,16406,29435,-1212636511,379318864
120210128,16406,29564,-1212717183,379390073
120210128,16406,29924,-1212749534,379582355
120210128,16406,30849,-1212849617,379548981
120210128,16406,32073,-1212694892,379380064
120210128,16406,37713,-1212746656,379574174
120210128,16406,38434,-1212859097,379553775
120210128,16406,38930,-1212799086,379568885
120210128,16406,39010,-1212753968,379582054
120210128,16406,39429,-1212726396,379395494
120210128,16406,39680,-1212726659,379396163
120210128,16406,39872,-1212726110,379396018
120210128,16406,40933,-1212247879,379087513
120210128,16406,41125,-1212344177,379108733
120210128,16406,41343,-1212509929,379230431
120210128,16406,41472,-1212553315,379337727
120210128,16406,42419,-1212849303,379549958
120210128,16406,42729,-1212739838,379547689
120210128,16406,42911,-1212725555,379395137
120210128,16406,43042,-1212726248,379396878
120210128,16406,43533,-1212726119,379397023
120210128,16406,43723,-1212726060,379396884
120210128,16406,43878,-1212670507,379314007
120210128,16406,44734,-1212421580,379100312
120210128,16406,44959,-1212538233,379301309
120210128,16406,45333,-1212697365,379390857
120210128,16406,46236,-1212795406,379575663
120210128,16406,46427,-1212706957,379419666
120210128,16406,46683,-1212726348,379396398
120210128,16406,47470,-1212662804,379295049
120210128,16406,47480,-1212641542,379236867
120210128,16406,47679,-1212503921,379215168
120210128,16406,47745,-1212473800,379130114
120210128,16406,48032,-1212248623,379089283
120210128,16406,48849,-1212676220,379333578
120210128,16406,48919,-1212698144,379393138
120210128,16406,49062,-1212701336,379393440
120210128,16406,50054,-1212738400,379541226
120210128,16406,50643,-1212726848,379396045
120210128,16406,51229,-1212543055,379220323
120210128,16406,51598,-1212266979,379112602
120210128,16406,52564,-1212559038,379338616
120210128,16406,59201,-1212561456,379215621
120210128,16406,62175,-1212726952,379395662
120210128,16406,62882,-1212613724,379202048
120210128,16406,66875,-1212509895,379615380
120210128,16406,67966,-1212502788,379624127
120210128,16406,68344,-1212510064,379617720
120210128,16406,69794,-1212494246,379622167
120210128,16407,82535,-1212511500,379618411
120210128,16408,57479,-1212495013,379626174
120210128,16409,20224,-1212509701,379617034
120210128,16409,20806,-1212841779,379516099
120210128,16409,27663,-1212858534,379550450
120210128,16409,29337,-1212685797,379355542
120210128,16409,38626,-1212517122,379248328
120210128,16409,61840,-1212723668,379393648
120210128,16410,22393,-1212496792,379620390
120210128,18401,2089,-1212512893,379613620
120210128,18401,69735,-1212513164,379614029
120210128,18401,77020,-1212512853,379613706
120210128,18402,15860,-1212512947,379614013
120210128,18402,64935,-1212502119,379621389
120210128,18402,68042,-1212513305,379614551
120210128,18403,27206,-1212493706,379620223
120210128,18404,45159,-1212513678,379614817
120210128,18404,45351,-1212507881,379625678
120210128,18404,53433,-1212509966,379623736
120210128,18404,61767,-1212513474,379614882
120210128,18404,84943,-1212493875,379621597
